Tanggal,curah_hujan_DK,curah_hujan_BS,debit_sungai_m3_per_detik,tinggi_muka_air_m
2015-01-01,33.0,1.0,130.5,5.63
2015-01-02,0.0,,93.5,4.98
2015-01-03,0.0,20.5,79.12,4.69
2015-01-04,11.5,2.0,91.08,4.94
2015-01-05,2.0,,76.0,4.61
2015-01-06,,,55.8,4.14
2015-01-07,,1.0,57.57,4.19
2015-01-08,,,43.34,3.8
2015-01-09,,,37.55,3.64
2015-01-10,,,33.85,3.52
2015-01-11,,,35.62,3.58
2015-01-12,,1.0,28.79,3.35
2015-01-13,,6.5,31.9,3.45
2015-01-14,11.0,1.5,40.71,3.73
2015-01-15,2.5,4.5,42.29,3.77
2015-01-16,6.5,2.0,39.06,3.67
2015-01-17,3.0,1.0,34.69,3.54
2015-01-18,0.0,2.0,33.56,3.5
2015-01-19,3.5,1.5,33.88,3.51
2015-01-20,1.0,14.0,36.98,3.61
2015-01-21,15.5,32.0,84.49,4.8
2015-01-22,84.0,2.0,105.05,5.16
2015-01-23,3.0,0.0,73.38,4.54
2015-01-24,0.0,28.5,74.38,4.57
2015-01-25,26.5,35.0,101.97,5.11
2015-01-26,62.5,0.0,102.91,5.1
2015-01-27,0.0,0.0,64.47,4.33
2015-01-28,0.0,0.0,59.96,4.22
2015-01-29,0.0,18.5,78.85,4.65
2015-01-30,9.0,3.5,91.09,4.89
2015-01-31,1.5,4.0,91.97,4.92
2015-02-01,4.0,11.0,97.53,5.04
2015-02-02,3.0,0.0,95.1,4.97
2015-02-03,2.0,2.0,73.64,4.53
2015-02-04,2.5,8.5,83.54,4.75
2015-02-05,5.0,2.5,100.03,5.08
2015-02-06,0.0,18.5,116.01,5.34
2015-02-07,14.0,12.0,147.09,5.87
2015-02-08,8.0,1.0,152.71,5.95
2015-02-09,1.5,2.5,116.86,5.37
2015-02-10,4.0,0.0,111.57,5.27
2015-02-11,0.0,8.5,118.1,5.38
2015-02-12,20.5,5.0,145.51,5.83
2015-02-13,1.0,2.5,131.17,5.6
2015-02-14,2.0,,95.84,4.97
2015-02-15,,,77.02,4.59
2015-02-16,,23.0,75.16,4.56
2015-02-17,14.0,5.0,84.2,4.74
2015-02-18,4.0,10.0,104.2,5.14
2015-02-19,10.5,2.5,139.22,5.74
2015-02-20,4.0,,105.67,5.15
2015-02-21,0.0,,84.72,4.74
2015-02-22,,,68.02,4.38
2015-02-23,,,68.58,4.4
2015-02-24,,,58.1,4.13
2015-02-25,,,45.18,3.79
2015-02-26,,2.0,45.85,3.82
2015-02-27,,3.0,57.82,4.14
2015-02-28,,17.0,70.79,4.44
2015-03-01,,0.0,89.44,4.83
2015-03-02,2.0,1.5,90.77,4.86
2015-03-03,2.5,6.0,76.96,4.57
2015-03-04,,1.0,62.73,4.25
2015-03-05,6.0,,60.8,4.2
2015-03-06,0.0,,60.24,4.19
2015-03-07,0.0,0.0,50.55,3.94
2015-03-08,0.0,0.0,48.4,3.88
2015-03-09,0.0,,45.69,3.8
2015-03-10,,,40.48,3.65
2015-03-11,,9.0,40.76,3.66
2015-03-12,14.5,9.5,55.5,4.07
2015-03-13,10.0,,56.79,4.09
2015-03-14,,0.0,46.8,3.82
2015-03-15,,14.0,66.57,4.34
2015-03-16,13.0,,83.58,4.7
2015-03-17,,,76.8,4.55
2015-03-18,0.0,6.5,85.37,4.74
2015-03-19,14.5,18.0,109.64,5.2
2015-03-20,15.5,6.5,127.0,5.5
2015-03-21,5.5,1.5,117.47,5.33
2015-03-22,1.0,31.0,111.11,5.22
2015-03-23,13.5,0.0,105.78,5.11
2015-03-24,19.5,2.0,97.28,4.96
2015-03-25,1.5,30.5,107.52,5.15
2015-03-26,24.5,3.5,106.44,5.12
2015-03-27,4.5,26.5,90.02,4.81
2015-03-28,28.0,27.5,107.4,5.14
2015-03-29,,10.0,109.55,5.19
2015-03-30,,7.0,82.02,4.63
2015-03-31,,4.0,104.27,5.08
2015-04-01,5.0,55.0,104.98,5.09
2015-04-02,56.0,,156.26,5.97
2015-04-03,0.0,7.5,112.61,5.21
2015-04-04,1.0,73.0,124.69,5.41
2015-04-05,65.0,2.5,194.33,6.49
2015-04-06,,0.0,121.7,5.36
2015-04-07,0.0,,105.48,5.09
2015-04-08,20.0,1.0,86.68,4.73
2015-04-09,1.5,1.0,106.33,5.11
2015-04-10,0.0,0.0,82.03,4.62
2015-04-11,,4.5,76.4,4.52
2015-04-12,5.5,7.5,79.8,4.58
2015-04-13,17.5,8.0,100.43,5.0
2015-04-14,7.0,60.5,92.99,4.85
2015-04-15,33.5,10.5,131.38,5.55
2015-04-16,9.5,4.0,129.83,5.51
2015-04-17,32.0,,114.81,5.24
2015-04-18,0.0,0.0,104.03,5.04
2015-04-19,0.0,20.5,91.83,4.82
2015-04-20,17.0,7.5,101.74,5.01
2015-04-21,50.0,1.0,81.92,4.61
2015-04-22,0.0,,75.4,4.47
2015-04-23,,,66.11,4.26
2015-04-24,,,60.95,4.14
2015-04-25,,,56.86,4.04
2015-04-26,,,56.49,4.03
2015-04-27,,0.0,55.52,4.01
2015-04-28,,0.0,60.57,4.13
2015-04-29,,,54.8,3.98
2015-04-30,,,63.73,4.21
2015-05-01,,7.0,57.24,4.04
2015-05-02,1.5,4.0,68.07,4.31
2015-05-03,7.0,10.5,104.8,5.05
2015-05-04,16.0,2.0,113.8,5.2
2015-05-05,2.5,3.0,92.71,4.8
2015-05-06,0.0,7.5,87.08,4.7
2015-05-07,6.5,,117.27,5.27
2015-05-08,,3.0,70.65,4.34
2015-05-09,17.0,,64.12,4.2
2015-05-10,,,88.83,4.74
2015-05-11,,,51.29,3.86
2015-05-12,,,45.46,3.72
2015-05-13,,,44.36,3.69
2015-05-14,,,45.29,3.71
2015-05-15,,8.0,42.72,3.64
2015-05-16,27.0,0.0,55.25,3.98
2015-05-17,,,45.1,3.7
2015-05-18,,17.0,41.99,3.61
2015-05-19,,0.0,41.01,3.58
2015-05-20,0.0,,38.42,3.5
2015-05-21,,,35.8,3.42
2015-05-22,,,34.71,3.38
2015-05-23,,,32.45,3.31
2015-05-24,,,31.74,3.28
2015-05-25,,,31.44,3.27
2015-05-26,,3.0,34.33,3.37
2015-05-27,,4.5,37.62,3.47
2015-05-28,31.0,0.0,39.55,3.52
2015-05-29,,,34.12,3.35
2015-05-30,,,32.69,3.31
2015-05-31,,,30.51,3.23
2015-06-01,,5.5,31.01,3.25
2015-06-02,10.5,,35.57,3.4
2015-06-03,,,36.09,3.41
2015-06-04,,,32.81,3.3
2015-06-05,,,32.3,3.29
2015-06-06,,,31.0,3.24
2015-06-07,,,28.95,3.17
2015-06-08,,,30.44,3.22
2015-06-09,,,32.24,3.28
2015-06-10,,,38.35,3.47
2015-06-11,,,34.57,3.36
2015-06-12,,,31.35,3.25
2015-06-13,,,32.11,3.27
2015-06-14,,,27.05,3.09
2015-06-15,,,26.71,3.08
2015-06-16,,,27.21,3.1
2015-06-17,,,26.76,3.08
2015-06-18,,,27.18,3.09
2015-06-19,,,26.14,3.05
2015-06-20,,,24.79,3.01
2015-06-21,,,24.72,3.0
2015-06-22,,,24.03,2.97
2015-06-23,,,22.57,2.91
2015-06-24,,,21.73,2.88
2015-06-25,,,21.26,2.86
2015-06-26,,,21.18,2.86
2015-06-27,,,22.64,2.91
2015-06-28,,,22.68,2.91
2015-06-29,,,21.63,2.87
2015-06-30,,,20.91,2.83
2015-07-01,,,21.48,2.86
2015-07-02,,,21.42,2.85
2015-07-03,,,20.36,2.81
2015-07-04,,,20.77,2.82
2015-07-05,,,18.56,2.73
2015-07-06,,,19.56,2.77
2015-07-07,,,20.09,2.79
2015-07-08,,,19.3,2.76
2015-07-09,,,19.29,2.76
2015-07-10,,,18.86,2.73
2015-07-11,,,18.87,2.74
2015-07-12,,,18.4,2.71
2015-07-13,,,19.25,2.75
2015-07-14,,,20.54,2.8
2015-07-15,,,27.81,3.04
2015-07-16,,,19.18,2.74
2015-07-17,,,18.97,2.73
2015-07-18,,,18.1,2.69
2015-07-19,,,17.58,2.67
2015-07-20,,2.0,17.88,2.68
2015-07-21,1.0,,17.15,2.65
2015-07-22,,,17.54,2.67
2015-07-23,,,17.59,2.67
2015-07-24,,,17.14,2.64
2015-07-25,,,17.66,2.67
2015-07-26,,,20.85,2.8
2015-07-27,,,19.54,2.75
2015-07-28,,,19.12,2.72
2015-07-29,,,17.43,2.65
2015-07-30,,,17.09,2.63
2015-07-31,,1.0,18.18,2.68
2015-08-01,1.5,,24.77,2.95
2015-08-02,,,20.12,2.76
2015-08-03,,,17.99,2.67
2015-08-04,,,17.68,2.66
2015-08-05,,,17.35,2.64
2015-08-06,,,17.45,2.64
2015-08-07,,,17.11,2.62
2015-08-08,,,17.63,2.65
2015-08-09,,,16.01,2.57
2015-08-10,,,16.97,2.61
2015-08-11,,,16.16,2.57
2015-08-12,,67.0,23.21,2.87
2015-08-13,33.0,,26.23,2.97
2015-08-14,,,18.55,2.68
2015-08-15,,,19.41,2.72
2015-08-16,,,18.37,2.67
2015-08-17,,,17.07,2.61
2015-08-18,,,17.55,2.63
2015-08-19,,,17.45,2.63
2015-08-20,,,17.32,2.62
2015-08-21,,,16.87,2.59
2015-08-22,,,16.5,2.57
2015-08-23,,,15.49,2.53
2015-08-24,,,16.45,2.58
2015-08-25,,,16.3,2.56
2015-08-26,,,16.18,2.56
2015-08-27,,,16.83,2.59
2015-08-28,,,16.87,2.59
2015-08-29,27.5,,16.26,2.56
2015-08-30,,,16.3,2.56
2015-08-31,,,16.15,2.55
2015-09-01,,,15.7,2.53
2015-09-02,,,15.84,2.54
2015-09-03,,,16.12,2.54
2015-09-04,,,15.99,2.54
2015-09-05,,,16.27,2.55
2015-09-06,,,16.46,2.55
2015-09-07,,,16.27,2.54
2015-09-08,,,15.58,2.52
2015-09-09,,,15.94,2.53
2015-09-10,,,15.4,2.5
2015-09-11,,,15.15,2.49
2015-09-12,,,16.25,2.54
2015-09-13,,,16.34,2.54
2015-09-14,,,16.17,2.53
2015-09-15,,,16.03,2.52
2015-09-16,,,17.79,2.6
2015-09-17,,,15.47,2.5
2015-09-18,,,17.16,2.58
2015-09-19,,,15.7,2.5
2015-09-20,,0.0,15.6,2.5
2015-09-21,,6.0,24.61,2.87
2015-09-22,9.5,,27.15,2.98
2015-09-23,,,23.25,2.82
2015-09-24,,,21.29,2.74
2015-09-25,,,19.44,2.66
2015-09-26,,,17.69,2.59
2015-09-27,,,16.06,2.51
2015-09-28,,21.0,23.89,2.82
2015-09-29,,,23.32,2.81
2015-09-30,,,20.68,2.71
2015-10-01,,,21.17,2.73
2015-10-02,,0.0,25.87,2.9
2015-10-03,10.0,,46.99,3.49
2015-10-04,,,42.43,3.33
2015-10-05,,0.0,20.9,2.71
2015-10-06,10.5,,20.36,2.69
2015-10-07,,83.0,42.95,3.37
2015-10-08,59.5,,46.04,3.5
2015-10-09,,,29.42,3.03
2015-10-10,,8.5,27.67,2.97
2015-10-11,,,23.21,2.8
2015-10-12,,,24.1,2.84
2015-10-13,,,28.71,3.0
2015-10-14,23.5,,27.99,2.97
2015-10-15,,,24.46,2.84
2015-10-16,,,21.96,2.74
2015-10-17,,,20.37,2.68
2015-10-18,,,19.85,2.66
2015-10-19,,,19.49,2.64
2015-10-20,,,19.79,2.65
2015-10-21,,,20.48,2.68
2015-10-22,,,19.8,2.65
2015-10-23,,,19.14,2.62
2015-10-24,,,19.12,2.61
2015-10-25,,,18.7,2.6
2015-10-26,,,17.48,2.54
2015-10-27,,,18.1,2.57
2015-10-28,,,18.37,2.58
2015-10-29,,,17.95,2.56
2015-10-30,,,17.44,2.54
2015-10-31,,,18.45,2.58
2015-11-01,,,17.08,2.51
2015-11-02,,,16.26,2.47
2015-11-03,,0.5,17.7,2.54
2015-11-04,4.5,1.0,20.72,2.67
2015-11-05,,45.0,31.97,3.08
2015-11-06,56.5,0.5,66.55,4.03
2015-11-07,0.5,8.0,37.34,3.24
2015-11-08,18.5,14.5,46.62,3.53
2015-11-09,9.5,39.5,61.94,3.92
2015-11-10,0.4,0.5,68.18,4.07
2015-11-11,,17.0,52.52,3.67
2015-11-12,44.0,68.5,87.52,4.48
2015-11-13,49.5,46.0,105.35,4.8
2015-11-14,48.5,,92.87,4.57
2015-11-15,,7.5,58.59,3.82
2015-11-16,20.5,17.0,53.7,3.7
2015-11-17,21.5,54.5,52.48,3.66
2015-11-18,57.0,0.5,83.11,4.38
2015-11-19,,,52.8,3.67
2015-11-20,,,42.46,3.38
2015-11-21,,44.5,47.77,3.53
2015-11-22,34.5,10.5,61.84,3.89
2015-11-23,30.5,,42.0,3.36
2015-11-24,,39.0,41.38,3.34
2015-11-25,23.5,11.5,121.02,5.11
2015-11-26,23.0,3.5,106.11,4.8
2015-11-27,10.5,4.5,81.28,4.31
2015-11-28,9.0,,53.48,3.67
2015-11-29,59.5,,45.18,3.46
2015-11-30,,,38.7,3.27
2015-12-01,,5.0,39.36,3.29
2015-12-02,2.0,,61.59,3.89
2015-12-03,5.5,,77.05,4.24
2015-12-04,1.0,25.0,59.5,3.82
2015-12-05,9.0,4.5,64.64,3.94
2015-12-06,2.0,1.0,80.84,4.32
2015-12-07,,19.5,94.32,4.58
2015-12-08,26.0,11.0,136.97,5.35
2015-12-09,33.5,15.0,137.58,5.33
2015-12-10,14.5,32.0,130.4,5.22
2015-12-11,61.5,3.0,132.4,5.24
2015-12-12,5.0,53.0,113.84,4.93
2015-12-13,44.0,22.0,115.41,4.95
2015-12-14,13.5,,134.46,5.28
2015-12-15,,4.0,110.89,4.88
2015-12-16,5.5,15.5,101.73,4.7
2015-12-17,13.0,,133.8,5.24
2015-12-18,1.0,,109.99,4.83
2015-12-19,,2.0,89.98,4.47
2015-12-20,,,71.52,4.08
2015-12-21,1.5,,66.83,3.98
2015-12-22,,,61.74,3.86
2015-12-23,,,55.27,3.7
2015-12-24,,,52.04,3.61
2015-12-25,,,47.21,3.48
2015-12-26,,,43.47,3.38
2015-12-27,,17.0,51.51,3.6
2015-12-28,9.5,76.0,59.8,3.79
2015-12-29,,,66.45,4.19
2015-12-30,,3.5,52.56,4.12
2015-12-31,,16.0,,3.99
2016-01-01,5.0,8.5,223.78,5.32
2016-01-02,16.5,1.0,183.78,4.98
2016-01-03,27.0,0.0,179.43,4.95
2016-01-04,8.5,65.0,221.34,5.33
2016-01-05,14.0,5.0,159.56,4.76
2016-01-06,7.0,18.0,198.7,5.13
2016-01-07,0.0,16.5,131.27,4.49
2016-01-08,0.0,2.0,82.68,3.91
2016-01-09,0.0,6.0,64.98,3.68
2016-01-10,9.5,18.5,83.94,3.96
2016-01-11,0.0,13.5,102.53,4.2
2016-01-12,9.5,58.0,94.93,4.1
2016-01-13,7.5,10.0,153.43,4.75
2016-01-14,21.0,0.0,185.18,5.02
2016-01-15,0.0,61.0,96.32,4.11
2016-01-16,0.0,0.0,67.12,3.73
2016-01-17,3.5,3.5,93.56,4.09
2016-01-18,23.5,2.5,144.13,4.67
2016-01-19,4.0,1.5,151.44,4.74
2016-01-20,16.5,0.0,204.39,5.23
2016-01-21,63.0,3.0,207.16,5.23
2016-01-22,0.0,24.5,138.95,4.63
2016-01-23,0.0,5.0,113.92,4.36
2016-01-24,4.0,1.0,85.95,4.02
2016-01-25,0.0,12.0,87.76,4.06
2016-01-26,0.0,0.0,64.23,3.72
2016-01-27,0.0,6.0,63.23,3.72
2016-01-28,12.5,4.5,54.9,3.57
2016-01-29,0.0,9.5,51.14,3.53
2016-01-30,0.0,2.5,48.55,3.49
2016-01-31,0.0,8.0,61.23,3.7
2016-02-01,9.0,4.0,53.73,3.59
2016-02-02,4.0,13.0,42.81,3.38
2016-02-03,2.5,0.0,62.25,3.72
2016-02-04,0.0,6.5,66.89,3.8
2016-02-05,0.5,0.0,69.48,3.84
2016-02-06,0.0,10.0,64.02,3.76
2016-02-07,6.0,2.0,163.63,4.95
2016-02-08,4.5,3.0,206.54,5.3
2016-02-09,1.5,13.5,225.18,5.48
2016-02-10,5.5,16.5,254.32,5.71
2016-02-11,16.0,2.5,247.92,5.64
2016-02-12,1.5,7.0,182.95,5.13
2016-02-13,7.0,0.0,165.39,4.96
2016-02-14,0.0,13.5,159.12,4.91
2016-02-15,14.0,0.0,143.79,4.75
2016-02-16,0.0,0.0,108.71,4.38
2016-02-17,0.0,1.0,99.06,4.28
2016-02-18,1.5,0.0,102.33,4.31
2016-02-19,0.0,0.0,81.64,4.05
2016-02-20,0.0,8.0,77.16,4.0
2016-02-21,38.5,1.5,159.64,4.95
2016-02-22,1.5,61.0,184.29,5.18
2016-02-23,34.5,5.5,291.14,6.04
2016-02-24,8.5,4.0,253.06,5.74
2016-02-25,3.5,0.0,236.67,5.61
2016-02-26,0.0,16.5,163.08,4.98
2016-02-27,28.0,17.5,224.48,5.54
2016-02-28,14.5,0.0,255.88,5.79
2016-02-29,,,199.67,5.32
2016-03-01,1.0,,168.93,5.05
2016-03-02,1.0,1.0,136.87,4.74
2016-03-03,2.0,,119.87,4.57
2016-03-04,0.0,13.0,165.19,5.02
2016-03-05,42.0,11.0,209.19,5.42
2016-03-06,5.0,37.0,228.02,5.59
2016-03-07,17.5,7.0,300.76,6.15
2016-03-08,11.0,4.0,282.0,6.0
2016-03-09,4.5,3.0,232.24,5.62
2016-03-10,6.0,,220.74,5.54
2016-03-11,12.0,22.0,230.27,5.62
2016-03-12,18.5,45.0,252.28,5.78
2016-03-13,53.0,5.0,333.11,6.39
2016-03-14,6.0,1.0,422.38,6.94
2016-03-15,0.0,59.0,290.21,6.07
2016-03-16,49.0,,381.24,6.71
2016-03-17,0.0,8.0,296.68,6.08
2016-03-18,0.0,3.0,233.33,5.68
2016-03-19,7.5,13.0,239.85,5.73
2016-03-20,0.0,12.0,199.27,5.39
2016-03-21,0.0,,172.47,5.16
2016-03-22,0.0,61.0,172.33,5.15
2016-03-23,19.5,7.0,221.91,5.59
2016-03-24,4.5,,220.23,5.59
2016-03-25,1.0,11.0,196.74,5.39
2016-03-26,1.5,,253.88,5.87
2016-03-27,0.5,,217.09,5.57
2016-03-28,11.5,7.0,216.39,5.57
2016-03-29,16.0,0.0,287.37,6.13
2016-03-30,13.0,12.0,336.54,6.46
2016-03-31,0.0,,264.48,5.95
2016-04-01,25.0,34.5,201.16,5.45
2016-04-02,19.5,11.0,235.43,5.75
2016-04-03,10.5,27.0,269.58,6.0
2016-04-04,37.5,,246.76,5.82
2016-04-05,0.0,34.0,211.63,5.55
2016-04-06,41.0,16.0,307.66,6.29
2016-04-07,48.5,3.0,226.38,5.67
2016-04-08,3.0,30.0,211.06,5.54
2016-04-09,35.0,15.0,196.01,5.43
2016-04-10,15.0,,241.93,5.82
2016-04-11,0.0,40.0,182.26,5.32
2016-04-12,30.5,6.0,239.86,5.81
2016-04-13,16.0,64.0,354.41,6.64
2016-04-14,52.0,19.0,373.54,6.75
2016-04-15,0.0,39.5,314.8,6.35
2016-04-16,5.0,47.0,237.49,5.79
2016-04-17,0.0,19.0,180.85,5.33
2016-04-18,14.5,39.5,188.03,5.4
2016-04-19,46.0,47.0,206.48,5.54
2016-04-20,8.5,,274.86,6.12
2016-04-21,7.5,1.0,218.99,5.64
2016-04-22,0.0,,139.66,4.94
2016-04-23,0.0,,115.95,4.69
2016-04-24,0.0,,78.32,4.22
2016-04-25,7.0,,125.69,4.82
2016-04-26,0.0,,130.51,4.86
2016-04-27,10.0,53.0,189.97,5.45
2016-04-28,27.5,12.5,297.58,6.3
2016-04-29,1.0,12.0,244.4,5.89
2016-04-30,10.0,4.0,192.2,5.47
2016-05-01,1.5,0.0,143.13,5.01
2016-05-02,0.0,2.0,121.27,4.79
2016-05-03,7.5,0.5,176.86,5.36
2016-05-04,1.5,17.5,132.75,4.92
2016-05-05,59.5,29.5,139.66,4.99
2016-05-06,40.5,0.0,124.56,4.83
2016-05-07,0.0,19.5,136.7,4.97
2016-05-08,16.0,0.0,150.09,5.11
2016-05-09,0.0,22.0,171.57,5.32
2016-05-10,8.5,0.0,276.25,6.18
2016-05-11,11.5,4.5,165.57,5.26
2016-05-12,0.0,12.5,158.29,5.17
2016-05-13,14.0,9.0,128.59,4.91
2016-05-14,1.0,0.0,83.13,4.37
2016-05-15,0.0,0.0,80.63,4.34
2016-05-16,14.0,28.0,99.08,4.59
2016-05-17,13.5,0.0,122.26,4.84
2016-05-18,14.5,26.0,279.2,6.24
2016-05-19,0.0,0.0,142.36,5.04
2016-05-20,0.0,8.5,95.92,4.55
2016-05-21,0.0,11.0,135.15,5.01
2016-05-22,3.0,1.5,198.14,5.59
2016-05-23,1.0,3.0,276.6,6.25
2016-05-24,0.5,13.0,241.96,5.95
2016-05-25,5.0,1.5,175.19,5.4
2016-05-26,4.5,0.0,126.73,4.93
2016-05-27,0.0,0.0,93.44,4.54
2016-05-28,0.0,0.0,79.49,4.37
2016-05-29,0.0,3.0,86.02,4.46
2016-05-30,6.5,18.0,108.79,4.75
2016-05-31,18.0,0.0,105.2,4.7
2016-06-01,,2.0,73.78,4.3
2016-06-02,1.0,3.0,79.08,4.39
2016-06-03,24.0,7.0,101.42,4.68
2016-06-04,0.5,2.5,92.81,4.57
2016-06-05,,1.5,86.06,4.49
2016-06-06,3.5,7.5,70.13,4.27
2016-06-07,5.0,50.5,95.53,4.6
2016-06-08,61.5,1.5,335.34,6.72
2016-06-09,,0.0,223.16,5.84
2016-06-10,,2.0,128.77,4.99
2016-06-11,,0.0,92.0,4.58
2016-06-12,1.5,13.5,77.05,4.39
2016-06-13,12.5,0.0,71.02,4.31
2016-06-14,,0.0,67.66,4.26
2016-06-15,23.5,0.0,72.93,4.34
2016-06-16,,0.0,62.26,4.19
2016-06-17,,0.5,54.48,4.07
2016-06-18,1.0,13.0,86.13,4.53
2016-06-19,3.0,0.0,88.94,4.57
2016-06-20,1.0,0.0,73.27,4.36
2016-06-21,2.4,1.4,87.32,4.56
2016-06-22,3.5,0.0,86.14,4.55
2016-06-23,2.5,1.0,65.18,4.25
2016-06-24,6.5,0.0,51.24,4.04
2016-06-25,,0.0,41.67,3.87
2016-06-26,,,40.54,3.86
2016-06-27,,0.5,36.93,3.79
2016-06-28,,0.0,39.11,3.84
2016-06-29,,0.0,45.4,3.94
2016-06-30,25.0,20.5,159.18,5.4
2016-07-01,13.0,16.0,106.72,4.81
2016-07-02,11.0,,159.02,5.38
2016-07-03,,35.0,131.31,5.1
2016-07-04,30.5,5.0,123.98,5.02
2016-07-05,,,59.7,4.2
2016-07-06,28.0,,51.29,4.08
2016-07-07,,,44.33,3.96
2016-07-08,,,40.61,3.9
2016-07-09,,,29.54,3.67
2016-07-10,,,33.4,3.76
2016-07-11,5.0,65.0,75.87,4.48
2016-07-12,49.0,4.5,142.42,5.27
2016-07-13,1.0,,111.61,4.93
2016-07-14,9.5,18.5,74.34,4.44
2016-07-15,,,48.83,4.07
2016-07-16,,26.0,61.58,4.28
2016-07-17,28.0,17.0,148.06,5.34
2016-07-18,,,94.01,4.72
2016-07-19,3.5,,66.39,4.36
2016-07-20,8.5,3.0,81.64,4.59
2016-07-21,,25.0,70.45,4.42
2016-07-22,14.5,,122.08,5.09
2016-07-23,,4.0,121.17,5.07
2016-07-24,2.0,,138.23,5.25
2016-07-25,,,79.12,4.56
2016-07-26,,,62.4,4.33
2016-07-27,,,43.28,4.01
2016-07-28,,,39.16,3.94
2016-07-29,,63.5,32.86,3.75
2016-07-30,,,32.11,3.81
2016-07-31,,,28.25,3.72
2016-08-01,,,27.89,3.72
2016-08-02,,,25.06,3.65
2016-08-03,,,21.8,3.57
2016-08-04,,,18.66,3.49
2016-08-05,,,18.32,3.49
2016-08-06,,,17.35,3.46
2016-08-07,,,15.73,3.42
2016-08-08,,,20.21,3.55
2016-08-09,,,18.21,3.5
2016-08-10,,,18.71,3.51
2016-08-11,,,16.18,3.44
2016-08-12,,1.5,14.07,3.38
2016-08-13,,5.0,23.98,3.65
2016-08-14,,,40.45,4.03
2016-08-15,,,28.72,3.78
2016-08-16,,,38.56,3.97
2016-08-17,3.0,3.5,38.57,3.98
2016-08-18,4.5,,39.16,4.0
2016-08-19,,,24.99,3.69
2016-08-20,,,20.21,3.57
2016-08-21,,,16.71,3.47
2016-08-22,,,14.57,3.41
2016-08-23,,,13.57,3.38
2016-08-24,,8.0,13.91,3.39
2016-08-25,15.5,,16.48,3.47
2016-08-26,0.5,,19.73,3.55
2016-08-27,,2.0,52.38,4.24
2016-08-28,,,41.87,4.05
2016-08-29,,,45.31,4.11
2016-08-30,17.0,,85.48,4.73
2016-08-31,2.0,,58.7,4.32
2016-09-01,,,32.75,3.87
2016-09-02,,,23.09,3.64
2016-09-03,10.0,5.5,26.17,3.71
2016-09-04,16.5,3.0,64.18,4.43
2016-09-05,7.0,,40.02,4.0
2016-09-06,0.5,36.0,26.42,3.72
2016-09-07,47.0,4.0,43.05,4.07
2016-09-08,2.0,,34.63,3.91
2016-09-09,1.0,1.0,22.32,3.62
2016-09-10,,,23.64,3.66
2016-09-11,0.5,5.0,25.09,3.69
2016-09-12,67.0,8.5,33.77,3.89
2016-09-13,37.0,,25.26,3.69
2016-09-14,,,20.13,3.55
2016-09-15,,16.5,68.21,4.47
2016-09-16,11.0,43.0,43.2,4.05
2016-09-17,47.0,,235.86,6.23
2016-09-18,,24.0,145.53,5.36
2016-09-19,42.5,,133.82,5.29
2016-09-20,7.5,,191.16,5.85
2016-09-21,42.5,7.0,240.66,6.24
2016-09-22,,,120.91,5.12
2016-09-23,,,104.23,4.95
2016-09-24,16.5,,204.82,5.97
2016-09-25,14.0,2.0,149.39,5.4
2016-09-26,2.0,4.0,113.11,5.06
2016-09-27,,10.0,83.57,4.69
2016-09-28,29.0,,157.53,5.54
2016-09-29,1.5,6.5,99.72,4.89
2016-09-30,,8.0,85.71,4.72
2016-10-01,11.5,1.0,95.11,4.84
2016-10-02,1.0,28.0,111.79,5.02
2016-10-03,52.5,65.0,218.45,6.07
2016-10-04,5.0,4.0,144.42,5.39
2016-10-05,3.5,8.5,139.64,5.35
2016-10-06,3.0,3.5,134.06,5.29
2016-10-07,,,113.24,5.05
2016-10-08,,7.5,72.54,4.54
2016-10-09,7.0,28.0,94.87,4.84
2016-10-10,24.5,6.0,184.67,5.79
2016-10-11,4.0,,124.71,5.17
2016-10-12,,2.0,93.15,4.82
2016-10-13,,,77.51,4.62
2016-10-14,,2.0,66.13,4.45
2016-10-15,,16.0,98.38,4.9
2016-10-16,22.5,,76.86,4.6
2016-10-17,,1.5,57.27,4.31
2016-10-18,6.0,,45.93,4.13
2016-10-19,,6.0,41.27,4.04
2016-10-20,15.0,3.0,63.04,4.42
2016-10-21,1.5,,72.7,4.55
2016-10-22,22.5,25.0,66.96,4.46
2016-10-23,9.0,8.0,97.37,4.88
2016-10-24,23.5,13.5,102.22,4.93
2016-10-25,14.0,31.0,122.08,5.16
2016-10-26,20.0,29.0,203.99,5.96
2016-10-27,29.0,10.0,194.53,5.86
2016-10-28,11.5,27.0,232.37,6.19
2016-10-29,27.0,,294.68,6.65
2016-10-30,9.5,46.0,318.96,6.82
2016-10-31,0.5,,268.4,6.45
2016-11-01,38.5,4.0,297.17,6.66
2016-11-02,0.5,15.5,256.82,6.37
2016-11-03,40.5,52.0,251.59,6.33
2016-11-04,73.0,1.5,203.8,5.92
2016-11-05,1.5,,135.84,5.3
2016-11-06,,,114.23,5.07
2016-11-07,,,98.41,4.88
2016-11-08,4.5,4.5,97.36,4.87
2016-11-09,,40.0,131.23,5.25
2016-11-10,70.0,1.5,302.81,6.72
2016-11-11,1.0,8.0,256.95,6.37
2016-11-12,24.0,1.0,257.01,6.37
2016-11-13,,16.0,227.71,6.14
2016-11-14,7.5,2.0,285.72,6.59
2016-11-15,6.0,1.0,280.61,6.54
