Tanggal,curah_hujan_DK,curah_hujan_BS,debit_sungai_m3_per_detik,tinggi_muka_air_m
2016-11-16,13.5,5.0,201.36,5.9
2016-11-17,23.0,,150.74,5.45
2016-11-18,4.5,4.0,122.03,5.16
2016-11-19,12.0,,123.38,5.18
2016-11-20,4.0,1.5,91.11,4.79
2016-11-21,,,100.62,4.92
2016-11-22,7.5,7.0,112.36,5.06
2016-11-23,37.5,51.5,129.62,5.24
2016-11-24,,36.5,173.96,5.68
2016-11-25,31.5,,200.52,5.92
2016-11-26,,,141.58,5.35
2016-11-27,,,112.41,5.05
2016-11-28,2.0,6.0,134.64,5.3
2016-11-29,47.0,26.0,168.64,5.63
2016-11-30,0.5,11.0,167.67,5.62
2016-12-01,16.0,,163.89,5.56
2016-12-02,,,97.42,4.79
2016-12-03,,,61.61,4.36
2016-12-04,,15.5,49.67,4.16
2016-12-05,3.0,1.5,99.75,4.88
2016-12-06,1.5,,106.81,4.96
2016-12-07,,,104.05,4.96
2016-12-08,,2.5,106.11,4.98
2016-12-09,,8.0,189.06,5.83
2016-12-10,13.5,,151.04,5.45
2016-12-11,,24.5,118.77,5.12
2016-12-12,14.0,6.5,210.96,6.03
2016-12-13,5.0,0.0,184.73,5.76
2016-12-14,,12.0,76.9,4.57
2016-12-15,21.0,,168.06,5.64
2016-12-16,,,114.68,5.07
2016-12-17,,,90.5,4.79
2016-12-18,,0.0,72.73,4.55
2016-12-19,,,60.38,4.36
2016-12-20,,,57.51,4.32
2016-12-21,,,49.63,4.19
2016-12-22,,0.0,40.69,4.03
2016-12-23,,,39.42,4.01
2016-12-24,,,35.42,3.93
2016-12-25,,4.0,38.58,3.99
2016-12-26,11.0,,45.06,4.12
2016-12-27,,,41.16,4.04
2016-12-28,,,35.95,3.93
2016-12-29,,1.0,36.99,3.96
2016-12-30,,,39.06,4.0
2016-12-31,,,39.0,4.0
2017-01-01,,,32.44,4.19
2017-01-02,,,31.77,4.02
2017-01-03,1.0,2.0,31.8,4.03
2017-01-04,,1.5,31.88,4.05
2017-01-05,30.0,21.0,31.59,3.97
2017-01-06,,,32.79,4.28
2017-01-07,,,32.08,4.09
2017-01-08,,,31.19,3.86
2017-01-09,26.0,,30.85,3.78
2017-01-10,10.5,,30.99,3.82
2017-01-11,3.5,9.5,31.34,3.9
2017-01-12,11.0,,31.5,3.94
2017-01-13,,,32.73,4.26
2017-01-14,1.5,,31.86,4.01
2017-01-15,,,31.94,4.04
2017-01-16,,4.5,33.1,4.34
2017-01-17,8.5,14.0,32.69,4.23
2017-01-18,7.5,,33.05,4.32
2017-01-19,,,31.76,3.98
2017-01-20,,,31.28,3.87
2017-01-21,,10.0,32.19,4.1
2017-01-22,9.0,12.5,34.65,4.75
2017-01-23,13.0,,34.77,4.77
2017-01-24,,1.0,33.53,4.43
2017-01-25,1.0,2.0,33.47,4.42
2017-01-26,0.5,,32.87,4.26
2017-01-27,1.0,1.0,31.94,4.02
2017-01-28,,,32.05,4.05
2017-01-29,,,32.4,4.14
2017-01-30,,,31.97,4.02
2017-01-31,,6.0,31.89,4.0
2017-02-01,5.0,1.0,33.37,4.39
2017-02-02,3.0,,32.96,4.27
2017-02-03,0.0,,32.21,4.08
2017-02-04,2.0,,31.99,4.02
2017-02-05,2.5,,31.78,3.97
2017-02-06,11.0,,31.4,3.87
2017-02-07,11.5,1.5,31.28,3.84
2017-02-08,,13.0,32.18,4.07
2017-02-09,,17.0,35.5,5.0
2017-02-10,,2.5,35.11,4.83
2017-02-11,4.0,6.0,33.83,4.5
2017-02-12,8.5,2.0,34.67,4.74
2017-02-13,1.5,8.5,34.21,4.6
2017-02-14,9.5,4.0,35.27,4.91
2017-02-15,5.0,2.0,34.61,4.72
2017-02-16,1.5,1.0,34.99,4.83
2017-02-17,,,34.37,4.66
2017-02-18,,,33.4,4.4
2017-02-19,,,32.9,4.27
2017-02-20,,11.0,32.97,4.3
2017-02-21,16.0,1.0,36.07,5.16
2017-02-22,1.0,,34.52,4.71
2017-02-23,0.5,,35.52,4.99
2017-02-24,,13.0,34.37,4.67
2017-02-25,14.5,22.0,37.72,5.66
2017-02-26,15.0,14.5,37.57,5.57
2017-02-27,6.5,17.5,37.39,5.54
2017-02-28,51.0,3.0,39.92,6.31
2017-03-01,4.5,38.0,40.23,6.41
2017-03-02,27.0,7.5,40.27,6.41
2017-03-03,8.0,20.0,39.98,6.33
2017-03-04,11.5,4.5,38.47,5.85
2017-03-05,1.5,2.0,36.92,5.41
2017-03-06,,25.5,36.19,5.2
2017-03-07,4.5,30.0,39.08,6.08
2017-03-08,,,41.69,6.89
2017-03-09,,,40.01,6.34
2017-03-10,5.0,4.0,37.56,5.6
2017-03-11,,,37.62,5.63
2017-03-12,,,37.33,5.55
2017-03-13,,,35.95,5.15
2017-03-14,,,34.82,4.84
2017-03-15,,8.0,34.32,4.71
2017-03-16,4.0,10.5,36.7,5.39
2017-03-17,23.5,42.0,36.08,5.2
2017-03-18,17.0,35.5,38.95,6.07
2017-03-19,23.5,10.5,39.34,6.16
2017-03-20,9.5,2.0,38.5,5.91
2017-03-21,,,37.06,5.48
2017-03-22,,4.0,35.74,5.11
2017-03-23,7.0,3.0,35.45,5.04
2017-03-24,,,34.48,4.76
2017-03-25,,,33.51,4.51
2017-03-26,,,33.17,4.43
2017-03-27,4.0,,34.07,4.67
2017-03-28,,14.0,35.52,5.07
2017-03-29,46.5,22.5,34.6,4.81
2017-03-30,,,34.98,4.93
2017-03-31,,,36.24,5.28
2017-04-01,,,35.29,5.01
2017-04-02,2.0,,35.87,5.18
2017-04-03,0.5,,34.89,4.9
2017-04-04,,5.0,35.31,5.05
2017-04-05,58.0,1.0,36.41,5.33
2017-04-06,3.0,,35.37,5.05
2017-04-07,,4.0,35.0,4.94
2017-04-08,,,34.14,4.71
2017-04-09,,6.0,34.0,4.68
2017-04-10,0.0,3.0,37.27,5.61
2017-04-11,,1.0,36.07,5.24
2017-04-12,21.0,,36.39,5.35
2017-04-13,2.0,33.0,35.3,5.04
2017-04-14,23.0,,36.91,5.51
2017-04-15,3.5,5.0,36.01,5.24
2017-04-16,53.5,38.0,36.43,5.37
2017-04-17,,9.0,36.76,5.47
2017-04-18,,12.0,35.79,5.19
2017-04-19,9.5,3.0,38.37,5.96
2017-04-20,24.5,,37.67,5.73
2017-04-21,,2.0,35.26,5.04
2017-04-22,1.0,29.0,34.88,4.95
2017-04-23,35.5,,39.05,6.19
2017-04-24,7.0,,36.65,5.43
2017-04-25,,,34.6,4.87
2017-04-26,,,34.49,4.85
2017-04-27,,59.0,35.31,5.09
2017-04-28,,1.0,37.69,5.77
2017-04-29,10.5,,37.42,5.68
2017-04-30,,,35.41,5.11
2017-05-01,5.5,0.0,35.3,5.09
2017-05-02,2.5,1.0,34.41,4.84
2017-05-03,10.5,0.0,35.01,5.02
2017-05-04,1.0,9.0,35.26,5.07
2017-05-05,11.5,,37.13,5.62
2017-05-06,,,35.96,5.27
2017-05-07,,,34.04,4.75
2017-05-08,,,33.63,4.65
2017-05-09,,1.0,34.05,4.76
2017-05-10,,,32.93,4.47
2017-05-11,,0.0,32.52,4.36
2017-05-12,,,32.33,4.32
2017-05-13,,,31.72,4.16
2017-05-14,,,31.45,4.1
2017-05-15,19.5,,31.36,4.08
2017-05-16,,,30.85,3.96
2017-05-17,,,30.47,3.87
2017-05-18,,,30.33,3.83
2017-05-19,,,30.09,3.78
2017-05-20,,,30.01,3.77
2017-05-21,10.0,,30.3,3.84
2017-05-22,,,29.93,3.75
2017-05-23,,,29.95,3.76
2017-05-24,,,29.67,3.7
2017-05-25,,,29.58,3.68
2017-05-26,,,29.43,3.65
2017-05-27,,,29.15,3.58
2017-05-28,,2.0,29.76,3.73
2017-05-29,,,31.82,4.24
2017-05-30,16.0,,30.98,4.02
2017-05-31,,6.0,30.59,3.93
2017-06-01,,,33.16,4.59
2017-06-02,,,35.71,5.29
2017-06-03,,,33.57,4.69
2017-06-04,,,34.78,5.03
2017-06-05,,,33.41,4.65
2017-06-06,,,37.94,5.96
2017-06-07,,,35.31,5.16
2017-06-08,,,32.77,4.49
2017-06-09,,,31.35,4.13
2017-06-10,,,30.77,3.99
2017-06-11,,,30.21,3.87
2017-06-12,,,30.93,4.05
2017-06-13,,,31.51,4.18
2017-06-14,,,30.63,3.97
2017-06-15,,,31.37,4.16
2017-06-16,,,30.32,3.9
2017-06-17,,,29.97,3.82
2017-06-18,,,29.5,3.71
2017-06-19,,,29.31,3.66
2017-06-20,,,29.28,3.66
2017-06-21,,,29.36,3.68
2017-06-22,,,29.43,3.69
2017-06-23,,,29.41,3.69
2017-06-24,,,29.69,3.75
2017-06-25,,,29.63,3.74
2017-06-26,,,29.5,3.71
2017-06-27,,,29.7,3.75
2017-06-28,,,28.15,3.39
2017-06-29,,,31.27,4.15
2017-06-30,71.0,,31.1,4.09
2017-07-01,6.0,,33.31,4.66
2017-07-02,,1.0,31.05,4.07
2017-07-03,,,30.14,3.86
2017-07-04,,,29.69,3.75
2017-07-05,,,29.43,3.69
2017-07-06,,,29.21,3.64
2017-07-07,,,28.82,3.55
2017-07-08,,,28.65,3.51
2017-07-09,,,28.49,3.48
2017-07-10,,0.0,28.54,3.49
2017-07-11,,,28.85,3.56
2017-07-12,2.0,,28.79,3.54
2017-07-13,,,28.4,3.45
2017-07-14,,,28.23,3.42
2017-07-15,,,28.31,3.43
2017-07-16,,,28.17,3.4
2017-07-17,,,28.06,3.38
2017-07-18,,0.0,28.03,3.37
2017-07-19,17.0,9.0,28.52,3.49
2017-07-20,11.0,21.5,31.38,4.19
2017-07-21,51.5,,32.91,4.55
2017-07-22,,1.5,30.59,3.97
2017-07-23,,,29.39,3.69
2017-07-24,41.0,68.0,29.54,3.71
2017-07-25,32.5,,28.75,3.53
2017-07-26,,,28.17,3.4
2017-07-27,,,28.06,3.38
2017-07-28,,,28.18,3.4
2017-07-29,,,28.24,3.42
2017-07-30,1.5,,29.48,3.72
2017-07-31,,,28.14,3.39
2017-08-01,,,27.98,3.36
2017-08-02,,,27.63,3.28
2017-08-03,,,27.58,3.27
2017-08-04,,,27.66,3.29
2017-08-05,,,27.57,3.27
2017-08-06,,,27.58,3.27
2017-08-07,,0.0,27.63,3.28
2017-08-08,,27.5,28.41,3.47
2017-08-09,9.0,1.5,29.03,3.59
2017-08-10,2.5,1.0,28.46,3.47
2017-08-11,,,28.21,3.41
2017-08-12,,,28.07,3.38
2017-08-13,,,27.63,3.28
2017-08-14,,,27.6,3.28
2017-08-15,,,27.52,3.26
2017-08-16,,,27.4,3.23
2017-08-17,,,27.32,3.21
2017-08-18,,,27.27,3.2
2017-08-19,,,27.4,3.23
2017-08-20,,,27.21,3.19
2017-08-21,,,27.25,3.2
2017-08-22,,,27.17,3.18
2017-08-23,,,27.07,3.16
2017-08-24,,,27.05,3.16
2017-08-25,,,27.07,3.16
2017-08-26,,,26.98,3.14
2017-08-27,,,26.85,3.11
2017-08-28,,,26.68,3.08
2017-08-29,20.5,4.0,27.04,3.16
2017-08-30,1.5,,27.46,3.25
2017-08-31,,,27.26,3.2
2017-09-01,,,26.99,3.14
2017-09-02,,,27.0,3.14
2017-09-03,,,27.02,3.15
2017-09-04,,,27.03,3.15
2017-09-05,,,27.09,3.17
2017-09-06,,,27.15,3.18
2017-09-07,,,27.02,3.15
2017-09-08,,,27.0,3.14
2017-09-09,,0.0,26.99,3.14
2017-09-10,,,26.64,3.06
2017-09-11,,,26.8,3.1
2017-09-12,,,26.76,3.09
2017-09-13,,,26.91,3.12
2017-09-14,,,26.92,3.13
2017-09-15,,,26.9,3.12
2017-09-16,,,26.87,3.11
2017-09-17,,,26.76,3.09
2017-09-18,,,26.71,3.09
2017-09-19,,,26.59,3.06
2017-09-20,,1.5,26.69,3.08
2017-09-21,2.0,,27.18,3.18
2017-09-22,,,26.97,3.14
2017-09-23,,,26.79,3.1
2017-09-24,,,26.91,3.13
2017-09-25,,,27.36,3.23
2017-09-26,2.5,6.0,27.54,3.26
2017-09-27,16.5,15.0,29.03,3.61
2017-09-28,21.5,1.0,29.46,3.7
2017-09-29,3.0,27.0,30.41,3.96
2017-09-30,,7.0,36.36,5.51
2017-10-01,,,32.49,4.43
2017-10-02,0.0,19.5,30.49,3.94
2017-10-03,27.0,0.0,31.49,4.19
2017-10-04,0.0,,29.48,3.7
2017-10-05,,,28.47,3.47
2017-10-06,,,28.23,3.41
2017-10-07,,,27.98,3.36
2017-10-08,,51.5,30.34,3.92
2017-10-09,43.5,,31.83,4.3
2017-10-10,0.0,0.0,33.64,4.73
2017-10-11,,23.0,31.75,4.25
2017-10-12,33.5,,31.6,4.21
2017-10-13,0.0,2.0,29.88,3.79
2017-10-14,2.5,,29.5,3.71
2017-10-15,,,28.62,3.5
2017-10-16,,16.0,29.0,3.6
2017-10-17,11.0,,32.7,4.52
2017-10-18,2.0,13.0,31.1,4.09
2017-10-19,21.0,21.0,33.47,4.7
2017-10-20,13.5,,33.61,4.73
2017-10-21,,34.0,33.99,4.84
2017-10-22,8.0,,31.95,4.29
2017-10-23,,4.0,30.63,3.97
2017-10-24,19.0,4.5,30.65,3.98
2017-10-25,5.5,18.0,31.8,4.27
2017-10-26,10.5,1.5,36.17,5.46
2017-10-27,0.0,18.0,34.17,4.88
2017-10-28,15.5,,35.42,5.23
2017-10-29,1.0,5.0,32.94,4.55
2017-10-30,,,31.9,4.28
2017-10-31,,,30.53,3.94
2017-11-01,,,29.81,3.78
2017-11-02,,13.0,29.1,3.61
2017-11-03,,25.0,28.88,3.56
2017-11-04,17.0,0.0,30.23,3.89
2017-11-05,8.5,30.0,30.72,4.0
2017-11-06,0.0,25.0,33.38,4.68
2017-11-07,28.0,13.5,36.34,5.5
2017-11-08,9.5,35.0,37.48,5.81
2017-11-09,27.0,13.0,38.84,6.24
2017-11-10,26.0,1.5,39.51,6.42
2017-11-11,0.0,27.0,37.4,5.78
2017-11-12,32.0,28.0,38.44,6.1
2017-11-13,88.0,21.0,39.59,6.46
2017-11-14,32.5,31.0,39.05,6.28
2017-11-15,23.0,1.5,40.0,6.58
2017-11-16,0.0,95.0,39.82,6.54
2017-11-17,69.5,18.5,39.92,6.55
2017-11-18,9.5,,40.07,6.59
2017-11-19,0.0,14.0,38.21,6.03
2017-11-20,28.5,0.0,38.34,6.07
2017-11-21,9.0,91.0,38.41,6.09
2017-11-22,2.0,2.5,40.5,6.75
2017-11-23,92.0,3.0,39.47,6.4
2017-11-24,2.5,,38.06,5.98
2017-11-25,,,36.05,5.39
2017-11-26,0.0,12.5,34.35,4.92
2017-11-27,16.5,36.0,35.04,5.13
2017-11-28,39.5,0.0,39.61,6.49
2017-11-29,,0.0,36.69,5.56
2017-11-30,,10.0,34.73,5.03
2017-12-01,10.5,1.0,,5.06
2017-12-02,,,33.79,4.77
2017-12-03,,,32.56,4.45
2017-12-04,,13.0,32.14,4.0
2017-12-05,20.5,,32.44,4.43
2017-12-06,,3.5,31.87,4.28
2017-12-07,0.0,4.5,33.17,4.63
2017-12-08,6.0,17.5,35.97,5.39
2017-12-09,13.5,3.0,36.68,5.0
2017-12-10,2.5,0.0,34.68,5.01
2017-12-11,0.0,12.0,33.12,4.6
2017-12-12,11.5,48.5,32.95,4.56
2017-12-13,24.0,23.0,33.66,4.75
2017-12-14,21.5,,34.61,5.0
2017-12-15,0.0,54.0,34.18,4.9
2017-12-16,35.5,10.0,40.08,6.64
2017-12-17,9.5,26.0,39.28,6.35
2017-12-18,18.5,2.0,38.71,6.18
2017-12-19,2.5,1.0,37.04,5.0
2017-12-20,0.0,8.5,35.83,5.34
2017-12-21,11.0,,35.39,5.21
2017-12-22,,,33.73,4.76
2017-12-23,,,32.75,4.5
2017-12-24,,,31.96,4.0
2017-12-25,,,31.49,4.19
2017-12-26,,,31.13,4.1
2017-12-27,,,30.95,4.05
2017-12-28,,,30.82,4.02
2017-12-29,,,30.44,3.0
2017-12-30,,2.0,,
2017-12-31,,0.0,,
2018-01-01,,1.0,34.29,4.41
2018-01-02,1.0,24.0,34.23,4.41
2018-01-03,13.5,30.5,56.73,5.24
2018-01-04,44.5,3.0,58.83,5.23
2018-01-05,10.5,23.0,69.52,5.6
2018-01-06,24.0,1.0,58.2,5.27
2018-01-07,,,38.53,4.57
2018-01-08,,1.0,36.94,4.52
2018-01-09,,,36.27,4.49
2018-01-10,,10.0,37.63,4.54
2018-01-11,10.5,2.5,50.82,5.03
2018-01-12,0.0,,35.95,4.47
2018-01-13,,0.0,30.12,4.23
2018-01-14,0.0,5.0,29.06,4.18
2018-01-15,8.0,0.0,28.87,4.18
2018-01-16,1.0,,26.55,4.07
2018-01-17,,,25.98,4.05
2018-01-18,,1.0,24.73,3.98
2018-01-19,,,24.82,3.99
2018-01-20,0.0,1.0,24.11,3.96
2018-01-21,0.0,1.5,24.05,3.95
2018-01-22,1.0,,25.29,4.01
2018-01-23,0.0,1.0,25.32,4.01
2018-01-24,,0.0,24.99,4.0
2018-01-25,,1.5,25.97,4.04
2018-01-26,0.0,2.0,25.54,4.02
2018-01-27,3.0,,25.77,4.03
2018-01-28,0.0,,22.56,3.87
2018-01-29,0.0,1.0,11.18,3.17
2018-01-30,,2.5,20.29,3.76
2018-01-31,3.0,2.0,21.56,3.81
2018-02-01,3.0,1.0,26.2,4.05
2018-02-02,,,24.16,3.95
2018-02-03,,2.0,23.84,3.94
2018-02-04,0.0,1.0,25.31,4.01
2018-02-05,0.0,6.0,29.37,4.2
2018-02-06,11.0,15.0,44.17,4.8
2018-02-07,20.0,2.0,52.67,5.09
2018-02-08,2.5,3.0,42.37,4.73
2018-02-09,,2.5,39.1,4.61
2018-02-10,27.0,,38.78,4.59
2018-02-11,0.0,,32.79,4.34
2018-02-12,,0.0,29.5,4.2
2018-02-13,,0.0,28.91,4.18
2018-02-14,5.5,1.0,28.55,4.16
2018-02-15,12.5,0.0,31.76,4.31
2018-02-16,,12.5,42.76,4.74
2018-02-17,,,29.5,4.2
2018-02-18,0.0,,26.92,4.09
2018-02-19,0.0,33.0,34.69,4.43
2018-02-20,42.0,4.5,61.75,5.4
2018-02-21,3.5,11.0,62.66,5.41
2018-02-22,0.0,76.0,74.91,5.78
2018-02-23,,4.0,124.86,7.03
2018-02-24,,14.5,121.72,6.94
2018-02-25,3.0,34.5,117.99,6.86
2018-02-26,,0.0,118.3,6.87
2018-02-27,30.0,4.5,104.13,6.53
2018-02-28,19.0,6.0,93.28,6.26
2018-03-01,0.0,6.0,89.04,6.16
2018-03-02,19.0,24.0,89.04,6.16
2018-03-03,11.5,44.0,90.16,6.19
2018-03-04,,35.0,115.12,6.79
2018-03-05,,3.0,117.02,6.84
2018-03-06,45.0,,96.78,6.33
2018-03-07,2.5,89.0,69.79,5.61
2018-03-08,62.5,35.0,95.05,6.31
2018-03-09,,7.0,130.2,7.14
2018-03-10,,2.0,109.05,6.64
2018-03-11,,1.0,100.34,6.44
2018-03-12,0.0,4.0,96.68,6.36
2018-03-13,13.0,,99.85,6.43
2018-03-14,,,80.6,5.93
2018-03-15,0.0,,65.09,5.48
2018-03-16,3.0,3.5,58.78,5.29
2018-03-17,0.0,31.0,73.07,5.74
2018-03-18,28.0,,77.72,5.85
2018-03-19,,13.0,67.81,5.57
2018-03-20,,,75.33,5.79
2018-03-21,,,66.64,5.53
2018-03-22,,,49.54,4.98
2018-03-23,,,44.25,4.8
2018-03-24,0.0,7.0,54.68,5.17
2018-03-25,9.0,,59.55,5.31
2018-03-26,,,79.19,5.85
2018-03-27,4.5,1.0,46.15,4.87
2018-03-28,0.0,,44.32,4.8
2018-03-29,,,38.41,4.58
2018-03-30,,,37.69,4.55
2018-03-31,,1.0,43.71,4.78
2018-04-01,,,36.87,4.51
2018-04-02,,7.5,35.06,4.44
2018-04-03,5.5,40.0,57.79,5.25
2018-04-04,60.5,,61.72,5.36
2018-04-05,,11.0,45.17,4.83
2018-04-06,10.5,,59.5,5.32
2018-04-07,,25.0,48.37,4.93
2018-04-08,22.5,,84.26,6.04
2018-04-09,,10.0,52.25,5.06
2018-04-10,13.5,,54.39,5.15
2018-04-11,,,40.12,4.64
2018-04-12,,,34.34,4.41
2018-04-13,,,33.21,4.37
2018-04-14,,,36.66,4.51
2018-04-15,,12.0,35.17,4.44
2018-04-16,11.5,6.5,38.37,4.57
2018-04-17,4.5,9.0,66.99,5.55
2018-04-18,14.5,8.0,46.2,4.86
2018-04-19,2.5,4.0,51.8,5.06
2018-04-20,6.0,15.0,80.84,5.92
2018-04-21,13.0,27.0,81.97,5.97
2018-04-22,13.5,,65.57,5.49
2018-04-23,25.5,29.0,61.36,5.38
2018-04-24,0.0,,47.31,4.9
2018-04-25,,,42.98,4.75
2018-04-26,21.5,26.0,60.94,5.37
2018-04-27,0.0,13.5,47.82,4.92
2018-04-28,,,39.76,4.62
2018-04-29,3.0,,40.9,4.67
2018-04-30,,,32.34,4.33
2018-05-01,,5.5,28.87,4.17
2018-05-02,2.5,,26.92,4.09
2018-05-03,,,26.28,4.06
2018-05-04,,5.0,28.05,4.14
2018-05-05,16.0,,28.24,4.15
2018-05-06,,,24.83,3.99
2018-05-07,,,23.65,3.93
2018-05-08,,28.5,26.82,4.08
2018-05-09,45.0,,33.93,4.39
2018-05-10,,,26.17,4.05
2018-05-11,,,23.82,3.94
2018-05-12,,18.5,22.86,3.89
2018-05-13,5.0,,28.36,4.14
2018-05-14,,,22.57,3.85
2018-05-15,,,20.15,3.75
2018-05-16,,,21.71,3.83
2018-05-17,,1.0,21.03,3.8
2018-05-18,5.0,,19.59,3.69
2018-05-19,3.5,1.5,26.84,4.1
2018-05-20,16.5,14.5,27.66,4.12
2018-05-21,1.5,4.0,37.21,4.54
2018-05-22,4.5,3.0,40.85,4.66
2018-05-23,7.5,4.0,32.77,4.35
2018-05-24,3.0,1.0,36.76,4.51
2018-05-25,,,32.59,4.34
2018-05-26,,,32.45,4.33
2018-05-27,,,27.86,4.13
2018-05-28,,,23.9,3.94
2018-05-29,0.0,,21.49,3.81
2018-05-30,,,21.68,3.83
2018-05-31,,,21.53,3.82
2018-06-01,,,20.24,3.75
2018-06-02,,,19.62,3.72
2018-06-03,,,20.83,3.79
2018-06-04,,,21.77,3.83
2018-06-05,,,20.74,3.78
2018-06-06,,,20.23,3.76
2018-06-07,,,19.54,3.71
2018-06-08,,2.0,19.6,3.72
2018-06-09,,,18.67,3.67
2018-06-10,,,17.98,3.63
2018-06-11,,,17.87,3.62
2018-06-12,,,17.58,3.6
2018-06-13,,,17.28,3.59
2018-06-14,,,16.5,3.54
2018-06-15,,,18.06,3.63
2018-06-16,,1.0,21.33,3.81
2018-06-17,,,19.09,3.69
2018-06-18,,,19.38,3.71
2018-06-19,,,17.32,3.58
2018-06-20,,,16.33,3.53
2018-06-21,,,16.13,3.52
2018-06-22,,,16.57,3.55
2018-06-23,,,16.92,3.57
2018-06-24,0.0,,16.95,3.57
2018-06-25,0.0,,18.28,3.65
2018-06-26,0.0,6.0,25.13,4.0
2018-06-27,22.0,16.0,34.84,4.43
2018-06-28,,,23.17,3.9
2018-06-29,,,19.94,3.73
2018-06-30,,,17.83,3.62
2018-07-01,,1.5,17.36,3.59
2018-07-02,,,16.78,3.56
2018-07-03,,,17.24,3.59
2018-07-04,,,15.73,3.49
2018-07-05,,,15.75,3.49
2018-07-06,,,14.87,3.44
2018-07-07,,,14.43,3.41
2018-07-08,3.0,0.0,14.62,3.43
2018-07-09,,,15.46,3.48
2018-07-10,,,15.02,3.45
2018-07-11,,,14.98,3.45
2018-07-12,,,14.3,3.4
2018-07-13,,,13.53,3.36
2018-07-14,,,13.81,3.37
2018-07-15,,,13.98,3.38
2018-07-16,,,14.17,3.39
2018-07-17,,,14.39,3.41
2018-07-18,,,14.0,3.38
2018-07-19,,,13.71,3.37
2018-07-20,,,14.37,3.41
2018-07-21,,0.0,13.28,3.34
2018-07-22,2.5,26.0,14.73,3.43
2018-07-23,37.0,,15.14,3.45
2018-07-24,,,14.55,3.42
2018-07-25,,,14.52,3.42
2018-07-26,,,13.26,3.33
2018-07-27,,,12.96,3.32
2018-07-28,,,12.48,3.28
2018-07-29,,,12.53,3.29
2018-07-30,,,12.5,3.28
2018-07-31,,,12.7,3.3
2018-08-01,,,13.84,3.37
2018-08-02,34.5,,15.13,3.45
2018-08-03,,,13.44,3.35
2018-08-04,,,12.9,3.31
2018-08-05,,,12.82,3.31
2018-08-06,,,12.92,3.31
2018-08-07,,,11.93,3.25
2018-08-08,,,12.46,3.28
2018-08-09,,,13.01,3.32
2018-08-10,,,13.86,3.37
2018-08-11,,,13.47,3.35
2018-08-12,,,13.13,3.33
2018-08-13,,,13.34,3.34
2018-08-14,5.0,,12.97,3.32
2018-08-15,,,12.18,3.26
2018-08-16,,,11.79,3.24
2018-08-17,,0.0,11.58,3.22
2018-08-18,,,12.61,3.3
2018-08-19,,,13.37,3.34
2018-08-20,,,12.79,3.3
2018-08-21,,,12.01,3.25
2018-08-22,,,12.21,3.27
2018-08-23,,1.0,12.32,3.27
2018-08-24,,,12.36,3.27
2018-08-25,,,12.29,3.27
2018-08-26,,,11.75,3.23
2018-08-27,,,12.16,3.27
2018-08-28,7.0,,13.93,3.38
2018-08-29,,,14.29,3.4
2018-08-30,,,14.59,3.42
2018-08-31,,,15.2,3.46
2018-09-01,,,16.53,3.54
2018-09-02,,,14.84,3.43
2018-09-03,,,17.67,3.61
2018-09-04,,,15.19,3.46
2018-09-05,,,13.91,3.38
2018-09-06,,,13.47,3.35
2018-09-07,,,13.33,3.34
2018-09-08,,,12.82,3.3
2018-09-09,,,12.72,3.3
2018-09-10,,,12.25,3.27
2018-09-11,,,12.04,3.25
2018-09-12,,,11.86,3.24
2018-09-13,,,11.3,3.2
2018-09-14,,,10.76,3.16
2018-09-15,,,10.75,3.16
2018-09-16,,,10.74,3.16
2018-09-17,,,10.37,3.13
2018-09-18,,,10.79,3.16
2018-09-19,,,10.83,3.17
2018-09-20,,,11.55,3.22
2018-09-21,,,12.79,3.3
2018-09-22,,12.0,15.86,3.51
2018-09-23,,,14.93,3.44
2018-09-24,,,12.73,3.3
2018-09-25,,,11.93,3.25
2018-09-26,,,11.92,3.25
2018-09-27,,,13.87,3.38
2018-09-28,,,12.01,3.25
2018-09-29,,,11.23,3.19
2018-09-30,,,11.14,3.19
2018-10-01,21.0,17.5,11.22,3.19
2018-10-02,,,11.26,3.2
2018-10-03,,,12.11,3.26
2018-10-04,,,13.05,3.32
2018-10-05,,,11.63,3.22
2018-10-06,,,10.78,3.16
2018-10-07,,,10.67,3.16
2018-10-08,,,10.13,3.11
2018-10-09,,,10.31,3.13
2018-10-10,,,10.55,3.15
2018-10-11,,,10.48,3.14
2018-10-12,,,10.08,3.11
2018-10-13,,9.5,10.06,3.11
2018-10-14,6.0,0.0,11.34,3.2
2018-10-15,,,10.31,3.13
2018-10-16,,0.0,11.2,3.19
2018-10-17,0.0,,11.74,3.24
2018-10-18,2.5,,12.58,3.29
2018-10-19,9.5,9.5,17.53,3.6
2018-10-20,0.0,,13.56,3.35
2018-10-21,,,12.61,3.29
2018-10-22,,,11.91,3.25
2018-10-23,,,13.1,3.33
2018-10-24,0.0,1.0,16.96,3.57
2018-10-25,3.0,0.0,14.58,3.42
2018-10-26,0.0,,13.78,3.37
2018-10-27,0.0,,14.91,3.44
2018-10-28,,16.5,17.82,3.59
2018-10-29,31.5,67.5,53.66,5.13
2018-10-30,124.0,15.5,56.34,5.21
2018-10-31,3.0,12.5,55.6,5.18
2018-11-01,,7.0,54.25,5.15
2018-11-02,28.5,0.0,33.06,4.34
2018-11-03,3.0,,22.74,3.88
2018-11-04,0.0,6.5,20.84,3.78
2018-11-05,10.0,6.0,18.0,3.62
2018-11-06,8.0,,20.63,3.78
