curah_hujan_DK,curah_hujan_BS,debit_sungai_m3_per_detik,tinggi_muka_air_m,Banjir
37.25,40.0,131.23,5.25,1
70.0,1.5,302.81,6.72,0
1.0,8.0,256.95,6.37,0
24.0,1.0,257.01,6.37,0
15.75,16.0,227.71,6.14,1
7.5,2.0,285.72,6.59,0
6.0,1.0,280.61,6.54,0
13.5,5.0,201.36,5.9,0
23.0,4.5,150.74,5.45,0
4.5,4.0,122.03,5.16,0
12.0,2.75,123.38,5.18,0
4.0,1.5,91.11,4.79,0
5.75,4.25,100.62,4.92,0
7.5,7.0,112.36,5.06,0
37.5,51.5,129.62,5.24,1
34.5,36.5,173.96,5.68,1
31.5,28.875,200.52,5.92,1
21.666666666666664,21.25,141.58,5.35,1
11.833333333333332,13.625,112.41,5.05,1
2.0,6.0,134.64,5.3,0
47.0,26.0,168.64,5.63,1
0.5,11.0,167.67,5.62,0
16.0,12.125,163.89,5.56,1
12.75,13.25,97.42,4.79,0
9.5,14.375,61.61,4.36,0
6.25,15.5,49.67,4.16,0
3.0,1.5,99.75,4.88,0
1.5,1.8333333333333333,106.81,4.96,0
4.5,2.1666666666666665,104.05,4.96,0
7.5,2.5,106.11,4.98,0
10.5,8.0,189.06,5.83,0
13.5,16.25,151.04,5.45,1
13.75,24.5,118.77,5.12,1
14.0,6.5,210.96,6.03,0
5.0,0.0,184.73,5.76,0
13.0,12.0,76.9,4.57,0
21.0,9.0,168.06,5.64,0
20.09090909090909,6.0,114.68,5.07,0
19.181818181818183,3.0,90.5,4.79,0
18.272727272727273,0.0,72.73,4.55,0
17.363636363636363,0.0,60.38,4.36,0
16.454545454545453,0.0,57.51,4.32,0
15.545454545454547,0.0,49.63,4.19,0
14.636363636363637,0.0,40.69,4.03,0
13.727272727272727,1.3333333333333333,39.42,4.01,0
12.818181818181818,2.6666666666666665,35.42,3.93,0
11.90909090909091,4.0,38.58,3.99,0
11.0,3.25,45.06,4.12,0
9.75,2.5,41.16,4.04,0
8.5,1.75,35.95,3.93,0
7.25,1.0,36.99,3.96,0
6.0,1.2,39.06,4.0,0
4.750000000000001,1.4,39.0,4.0,0
3.500000000000001,1.6,32.44,4.19,0
2.25,1.7999999999999998,31.77,4.02,0
1.0,2.0,31.8,4.03,0
15.500000000000002,1.5,31.88,4.05,0
30.0,21.0,31.59,3.97,0
29.0,19.083333333333332,32.79,4.28,0
28.0,17.166666666666668,32.08,4.09,0
27.0,15.25,31.19,3.86,0
26.0,13.333333333333332,30.85,3.78,0
10.5,11.416666666666666,30.99,3.82,0
3.5,9.5,31.34,3.9,0
11.0,8.5,31.5,3.94,0
6.25,7.5,32.73,4.26,0
1.5,6.5,31.86,4.01,0
3.8333333333333335,5.5,31.94,4.04,0
6.166666666666667,4.5,33.1,4.34,0
8.5,14.0,32.69,4.23,0
7.5,13.0,33.05,4.32,0
7.875,12.0,31.76,3.98,0
8.25,11.0,31.28,3.87,0
8.625,10.0,32.19,4.1,0
9.0,12.5,34.65,4.75,0
13.0,6.75,34.77,4.77,0
7.0,1.0,33.53,4.43,0
1.0,2.0,33.47,4.42,0
0.5,1.5,32.87,4.26,0
1.0,1.0,31.94,4.02,0
1.7999999999999998,2.25,32.05,4.05,0
2.5999999999999996,3.5,32.4,4.14,0
3.4,4.75,31.97,4.02,0
4.199999999999999,6.0,31.89,4.0,0
5.0,1.0,33.37,4.39,0
3.0,1.0833333333333333,32.96,4.27,0
0.0,1.1666666666666667,32.21,4.08,0
2.0,1.25,31.99,4.02,0
2.5,1.3333333333333333,31.78,3.97,0
11.0,1.4166666666666665,31.4,3.87,0
11.5,1.5,31.28,3.84,0
9.625,13.0,32.18,4.07,0
7.75,17.0,35.5,5.0,0
5.875,2.5,35.11,4.83,0
4.0,6.0,33.83,4.5,0
8.5,2.0,34.67,4.74,0
1.5,8.5,34.21,4.6,0
9.5,4.0,35.27,4.91,0
5.0,2.0,34.61,4.72,0
1.5,1.0,34.99,4.83,0
4.4,3.5,34.37,4.66,0
7.3,6.0,33.4,4.4,0
10.200000000000001,8.5,32.9,4.27,0
13.1,11.0,32.97,4.3,0
16.0,1.0,36.07,5.16,0
1.0,5.0,34.52,4.71,0
0.5,9.0,35.52,4.99,0
7.5,13.0,34.37,4.67,0
14.5,22.0,37.72,5.66,0
15.0,14.5,37.57,5.57,0
6.5,17.5,37.39,5.54,0
51.0,3.0,39.92,6.31,0
4.5,38.0,40.23,6.41,0
27.0,7.5,40.27,6.41,0
8.0,20.0,39.98,6.33,0
11.5,4.5,38.47,5.85,0
1.5,2.0,36.92,5.41,0
3.0,25.5,36.19,5.2,0
4.5,30.0,39.08,6.08,0
4.666666666666667,21.333333333333336,41.69,6.89,0
4.833333333333333,12.666666666666668,40.01,6.34,0
5.0,4.0,37.56,5.6,0
4.833333333333333,4.8,37.62,5.63,0
4.666666666666667,5.6,37.33,5.55,0
4.5,6.4,35.95,5.15,0
4.333333333333333,7.199999999999999,34.82,4.84,0
4.166666666666667,8.0,34.32,4.71,0
4.0,10.5,36.7,5.39,0
23.5,42.0,36.08,5.2,0
17.0,35.5,38.95,6.07,0
23.5,10.5,39.34,6.16,0
9.5,2.0,38.5,5.91,0
8.666666666666666,3.0,37.06,5.48,0
7.833333333333333,4.0,35.74,5.11,0
7.0,3.0,35.45,5.04,0
6.25,5.2,34.48,4.76,0
5.5,7.4,33.51,4.51,0
4.75,9.600000000000001,33.17,4.43,0
4.0,11.8,34.07,4.67,0
25.25,14.0,35.52,5.07,0
46.5,22.5,34.6,4.81,0
35.375,19.583333333333332,34.98,4.93,0
24.25,16.666666666666664,36.24,5.28,0
13.125,13.75,35.29,5.01,0
2.0,10.833333333333332,35.87,5.18,0
0.5,7.916666666666666,34.89,4.9,0
29.25,5.0,35.31,5.05,0
58.0,1.0,36.41,5.33,0
3.0,2.5,35.37,5.05,0
2.25,4.0,35.0,4.94,0
1.5,5.0,34.14,4.71,0
0.75,6.0,34.0,4.68,0
0.0,3.0,37.27,5.61,0
10.5,1.0,36.07,5.24,0
21.0,17.0,36.39,5.35,0
2.0,33.0,35.3,5.04,0
23.0,19.0,36.91,5.51,0
3.5,5.0,36.01,5.24,0
53.5,38.0,36.43,5.37,0
38.833333333333336,9.0,36.76,5.47,0
24.166666666666668,12.0,35.79,5.19,0
9.5,3.0,38.37,5.96,0
24.5,2.5,37.67,5.73,0
12.75,2.0,35.26,5.04,0
1.0,29.0,34.88,4.95,0
35.5,35.0,39.05,6.19,0
7.0,41.0,36.65,5.43,0
7.7,47.0,34.6,4.87,0
8.4,53.0,34.49,4.85,0
9.1,59.0,35.31,5.09,0
9.8,1.0,37.69,5.77,0
10.5,0.6666666666666667,37.42,5.68,0
8.0,0.33333333333333337,35.41,5.11,0
5.5,0.0,35.3,5.09,0
2.5,1.0,34.41,4.84,0
10.5,0.0,35.01,5.02,0
1.0,9.0,35.26,5.07,0
11.5,7.4,37.13,5.62,0
12.3,5.800000000000001,35.96,5.27,0
13.1,4.2,34.04,4.75,0
13.9,2.6000000000000005,33.63,4.65,0
14.7,1.0,34.05,4.76,0
15.5,0.5,32.93,4.47,0
16.3,0.0,32.52,4.36,0
17.1,0.11764705882352941,32.33,4.32,0
17.9,0.23529411764705882,31.72,4.16,0
18.7,0.35294117647058826,31.45,4.1,0
19.5,0.47058823529411764,31.36,4.08,0
17.916666666666668,0.5882352941176471,30.85,3.96,0
16.333333333333332,0.7058823529411765,30.47,3.87,0
14.75,0.8235294117647058,30.33,3.83,0
13.166666666666666,0.9411764705882353,30.09,3.78,0
11.583333333333332,1.0588235294117647,30.01,3.77,0
10.0,1.1764705882352942,30.3,3.84,0
10.666666666666666,1.2941176470588236,29.93,3.75,0
11.333333333333334,1.411764705882353,29.95,3.76,0
12.0,1.5294117647058822,29.67,3.7,0
12.666666666666666,1.6470588235294117,29.58,3.68,0
13.333333333333332,1.7647058823529411,29.43,3.65,0
14.0,1.8823529411764706,29.15,3.58,0
14.666666666666666,2.0,29.76,3.73,0
15.333333333333332,3.333333333333333,31.82,4.24,0
16.0,4.666666666666666,30.98,4.02,0
17.774193548387096,6.0,30.59,3.93,0
19.548387096774192,5.84375,33.16,4.59,0
21.32258064516129,5.6875,35.71,5.29,0
23.096774193548388,5.53125,33.57,4.69,0
24.870967741935484,5.375,34.78,5.03,0
26.64516129032258,5.21875,33.41,4.65,0
28.41935483870968,5.0625,37.94,5.96,0
30.193548387096776,4.90625,35.31,5.16,0
31.967741935483872,4.75,32.77,4.49,0
33.74193548387097,4.59375,31.35,4.13,0
35.516129032258064,4.4375,30.77,3.99,0
37.29032258064516,4.28125,30.21,3.87,0
39.064516129032256,4.125,30.93,4.05,0
40.83870967741936,3.96875,31.51,4.18,0
42.61290322580645,3.8125,30.63,3.97,0
44.38709677419355,3.65625,31.37,4.16,0
46.16129032258064,3.5,30.32,3.9,0
47.935483870967744,3.3437500000000004,29.97,3.82,0
49.70967741935484,3.1875000000000004,29.5,3.71,0
51.483870967741936,3.0312500000000004,29.31,3.66,0
53.25806451612903,2.8750000000000004,29.28,3.66,0
55.03225806451613,2.7187500000000004,29.36,3.68,0
56.806451612903224,2.5625000000000004,29.43,3.69,0
58.58064516129032,2.4062500000000004,29.41,3.69,0
60.354838709677416,2.2500000000000004,29.69,3.75,0
62.12903225806451,2.0937500000000004,29.63,3.74,0
63.903225806451616,1.9375,29.5,3.71,0
65.67741935483872,1.78125,29.7,3.75,0
67.45161290322581,1.625,28.15,3.39,0
69.2258064516129,1.46875,31.27,4.15,0
71.0,1.3125,31.1,4.09,0
6.0,1.15625,33.31,4.66,0
5.636363636363637,1.0,31.05,4.07,0
5.2727272727272725,0.875,30.14,3.86,0
4.909090909090909,0.75,29.69,3.75,0
4.545454545454546,0.625,29.43,3.69,0
4.181818181818182,0.5,29.21,3.64,0
3.8181818181818183,0.375,28.82,3.55,0
3.4545454545454546,0.25,28.65,3.51,0
3.0909090909090913,0.125,28.49,3.48,0
2.7272727272727275,0.0,28.54,3.49,0
2.3636363636363638,0.0,28.85,3.56,0
2.0,0.0,28.79,3.54,0
4.142857142857142,0.0,28.4,3.45,0
6.285714285714286,0.0,28.23,3.42,0
8.428571428571429,0.0,28.31,3.43,0
10.571428571428571,0.0,28.17,3.4,0
12.714285714285715,0.0,28.06,3.38,0
14.857142857142858,0.0,28.03,3.37,0
17.0,9.0,28.52,3.49,0
11.0,21.5,31.38,4.19,0
51.5,11.5,32.91,4.55,0
48.0,1.5,30.59,3.97,0
44.5,34.75,29.39,3.69,0
41.0,68.0,29.54,3.71,0
32.5,63.142857142857146,28.75,3.53,0
26.3,58.285714285714285,28.17,3.4,0
20.1,53.42857142857143,28.06,3.38,0
13.899999999999999,48.57142857142857,28.18,3.4,0
7.699999999999999,43.714285714285715,28.24,3.42,0
1.5,38.85714285714286,29.48,3.72,0
2.25,34.0,28.14,3.39,0
3.0,29.142857142857146,27.98,3.36,0
3.75,24.285714285714285,27.63,3.28,0
4.5,19.42857142857143,27.58,3.27,0
5.25,14.57142857142857,27.66,3.29,0
6.0,9.714285714285715,27.57,3.27,0
6.75,4.857142857142854,27.58,3.27,0
7.5,0.0,27.63,3.28,0
8.25,27.5,28.41,3.47,0
9.0,1.5,29.03,3.59,0
2.5,1.0,28.46,3.47,0
3.4473684210526314,1.1578947368421053,28.21,3.41,0
4.394736842105263,1.3157894736842106,28.07,3.38,0
5.342105263157895,1.4736842105263157,27.63,3.28,0
6.289473684210526,1.631578947368421,27.6,3.28,0
7.2368421052631575,1.7894736842105263,27.52,3.26,0
8.18421052631579,1.9473684210526314,27.4,3.23,0
9.131578947368421,2.1052631578947367,27.32,3.21,0
10.078947368421051,2.263157894736842,27.27,3.2,0
11.026315789473683,2.4210526315789473,27.4,3.23,0
11.973684210526315,2.5789473684210527,27.21,3.19,0
12.921052631578947,2.7368421052631575,27.25,3.2,0
13.868421052631579,2.894736842105263,27.17,3.18,0
14.81578947368421,3.052631578947368,27.07,3.16,0
15.76315789473684,3.2105263157894735,27.05,3.16,0
16.710526315789473,3.3684210526315788,27.07,3.16,0
17.657894736842103,3.526315789473684,26.98,3.14,0
18.605263157894736,3.6842105263157894,26.85,3.11,0
19.552631578947366,3.8421052631578947,26.68,3.08,0
20.5,4.0,27.04,3.16,0
1.5,3.6363636363636362,27.46,3.25,0
1.5227272727272727,3.272727272727273,27.26,3.2,0
1.5454545454545454,2.909090909090909,26.99,3.14,0
1.5681818181818181,2.545454545454546,27.0,3.14,0
1.5909090909090908,2.1818181818181817,27.02,3.15,0
1.6136363636363635,1.8181818181818183,27.03,3.15,0
1.6363636363636362,1.4545454545454546,27.09,3.17,0
1.6590909090909092,1.0909090909090913,27.15,3.18,0
1.6818181818181819,0.7272727272727275,27.02,3.15,0
1.7045454545454546,0.36363636363636376,27.0,3.14,0
1.7272727272727273,0.0,26.99,3.14,0
1.75,0.13636363636363635,26.64,3.06,0
1.7727272727272727,0.2727272727272727,26.8,3.1,0
1.7954545454545454,0.40909090909090906,26.76,3.09,0
1.8181818181818181,0.5454545454545454,26.91,3.12,0
1.8409090909090908,0.6818181818181818,26.92,3.13,0
1.8636363636363635,0.8181818181818181,26.9,3.12,0
1.8863636363636362,0.9545454545454545,26.87,3.11,0
1.9090909090909092,1.0909090909090908,26.76,3.09,0
1.9318181818181817,1.2272727272727273,26.71,3.09,0
1.9545454545454546,1.3636363636363635,26.59,3.06,0
1.9772727272727273,1.5,26.69,3.08,0
2.0,2.25,27.18,3.18,0
2.1,3.0,26.97,3.14,0
2.2,3.75,26.79,3.1,0
2.3,4.5,26.91,3.13,0
2.4,5.25,27.36,3.23,0
2.5,6.0,27.54,3.26,0
16.5,15.0,29.03,3.61,0
21.5,1.0,29.46,3.7,0
3.0,27.0,30.41,3.96,0
2.0,7.0,36.36,5.51,0
1.0,13.25,32.49,4.43,0
0.0,19.5,30.49,3.94,0
27.0,0.0,31.49,4.19,0
0.0,10.3,29.48,3.7,0
8.7,20.6,28.47,3.47,0
17.4,30.900000000000002,28.23,3.41,0
26.099999999999998,41.2,27.98,3.36,0
34.8,51.5,30.34,3.92,0
43.5,25.75,31.83,4.3,0
0.0,0.0,33.64,4.73,0
16.75,23.0,31.75,4.25,0
33.5,12.5,31.6,4.21,0
0.0,2.0,29.88,3.79,0
2.5,6.666666666666667,29.5,3.71,0
5.333333333333334,11.333333333333334,28.62,3.5,0
8.166666666666668,16.0,29.0,3.6,0
11.0,14.5,32.7,4.52,0
2.0,13.0,31.1,4.09,0
21.0,21.0,33.47,4.7,0
13.5,27.5,33.61,4.73,0
10.75,34.0,33.99,4.84,0
8.0,19.0,31.95,4.29,0
13.5,4.0,30.63,3.97,0
19.0,4.5,30.65,3.98,0
5.5,18.0,31.8,4.27,0
10.5,1.5,36.17,5.46,0
0.0,18.0,34.17,4.88,0
15.5,11.5,35.42,5.23,0
1.0,5.0,32.94,4.55,0
3.6666666666666665,7.0,31.9,4.28,0
6.333333333333333,9.0,30.53,3.94,0
9.0,11.0,29.81,3.78,0
11.666666666666666,13.0,29.1,3.61,0
14.333333333333332,25.0,28.88,3.56,0
17.0,0.0,30.23,3.89,0
8.5,30.0,30.72,4.0,0
0.0,25.0,33.38,4.68,0
28.0,13.5,36.34,5.5,0
9.5,35.0,37.48,5.81,0
27.0,13.0,38.84,6.24,0
26.0,1.5,39.51,6.42,0
0.0,27.0,37.4,5.78,0
32.0,28.0,38.44,6.1,0
88.0,21.0,39.59,6.46,0
32.5,31.0,39.05,6.28,0
23.0,1.5,40.0,6.58,0
0.0,95.0,39.82,6.54,0
69.5,18.5,39.92,6.55,0
9.5,16.25,40.07,6.59,0
0.0,14.0,38.21,6.03,0
28.5,0.0,38.34,6.07,0
9.0,91.0,38.41,6.09,0
2.0,2.5,40.5,6.75,0
92.0,3.0,39.47,6.4,0
2.5,6.166666666666667,38.06,5.98,0
1.25,9.333333333333334,36.05,5.39,0
0.0,12.5,34.35,4.92,0
16.5,36.0,35.04,5.13,0
39.5,0.0,39.61,6.49,0
29.833333333333332,0.0,36.69,5.56,0
20.166666666666664,10.0,34.73,5.03,0
10.5,1.0,34.26,5.06,0
13.0,5.0,33.79,4.77,0
15.5,9.0,32.56,4.45,0
18.0,13.0,32.14,4.0,0
20.5,8.25,32.44,4.43,0
10.25,3.5,31.87,4.28,0
0.0,4.5,33.17,4.63,0
6.0,17.5,35.97,5.39,0
13.5,3.0,36.68,5.0,0
2.5,0.0,34.68,5.01,0
0.0,12.0,33.12,4.6,0
11.5,48.5,32.95,4.56,0
24.0,23.0,33.66,4.75,0
21.5,38.5,34.61,5.0,0
0.0,54.0,34.18,4.9,0
35.5,10.0,40.08,6.64,0
9.5,26.0,39.28,6.35,0
18.5,2.0,38.71,6.18,0
2.5,1.0,37.04,5.0,0
0.0,8.5,35.83,5.34,0
11.0,7.85,35.39,5.21,0
10.166666666666666,7.2,33.73,4.76,0
9.333333333333334,6.55,32.75,4.5,0
8.5,5.9,31.96,4.0,0
7.666666666666666,5.25,31.49,4.19,0
6.833333333333333,4.6,31.13,4.1,0
6.0,3.95,30.95,4.05,0
5.166666666666667,3.3,30.82,4.02,0
4.333333333333333,2.6500000000000004,30.44,3.0,0
3.5,2.0,31.723333333333333,3.47,0
2.666666666666666,0.0,33.00666666666667,3.94,0
1.833333333333334,1.0,34.29,4.41,0
1.0,24.0,34.23,4.41,0
13.5,30.5,56.73,5.24,0
44.5,3.0,58.83,5.23,0
10.5,23.0,69.52,5.6,0
24.0,1.0,58.2,5.27,0
21.3,1.0,38.53,4.57,0
18.6,1.0,36.94,4.52,0
15.9,5.5,36.27,4.49,0
13.200000000000001,10.0,37.63,4.54,0
10.5,2.5,50.82,5.03,0
0.0,1.25,35.95,4.47,0
0.0,0.0,30.12,4.23,0
0.0,5.0,29.06,4.18,0
8.0,0.0,28.87,4.18,0
1.0,0.3333333333333333,26.55,4.07,0
0.75,0.6666666666666666,25.98,4.05,0
0.5,1.0,24.73,3.98,0
0.25,1.0,24.82,3.99,0
0.0,1.0,24.11,3.96,0
0.0,1.5,24.05,3.95,0
1.0,1.25,25.29,4.01,0
0.0,1.0,25.32,4.01,0
0.0,0.0,24.99,4.0,0
0.0,1.5,25.97,4.04,0
0.0,2.0,25.54,4.02,0
3.0,1.6666666666666667,25.77,4.03,0
0.0,1.3333333333333335,22.56,3.87,0
0.0,1.0,11.18,3.17,0
1.5,2.5,20.29,3.76,0
3.0,2.0,21.56,3.81,0
3.0,1.0,26.2,4.05,0
2.0,1.5,24.16,3.95,0
1.0,2.0,23.84,3.94,0
0.0,1.0,25.31,4.01,0
0.0,6.0,29.37,4.2,0
11.0,15.0,44.17,4.8,0
20.0,2.0,52.67,5.09,0
2.5,3.0,42.37,4.73,0
14.75,2.5,39.1,4.61,0
27.0,1.6666666666666665,38.78,4.59,0
0.0,0.8333333333333333,32.79,4.34,0
1.8333333333333333,0.0,29.5,4.2,0
3.6666666666666665,0.0,28.91,4.18,0
5.5,1.0,28.55,4.16,0
12.5,0.0,31.76,4.31,0
8.333333333333334,12.5,42.76,4.74,0
4.166666666666668,19.333333333333332,29.5,4.2,0
0.0,26.166666666666664,26.92,4.09,0
0.0,33.0,34.69,4.43,0
42.0,4.5,61.75,5.4,0
3.5,11.0,62.66,5.41,0
0.0,76.0,74.91,5.78,0
1.0,4.0,124.86,7.03,0
2.0,14.5,121.72,6.94,0
3.0,34.5,117.99,6.86,0
16.5,0.0,118.3,6.87,0
30.0,4.5,104.13,6.53,0
19.0,6.0,93.28,6.26,0
0.0,6.0,89.04,6.16,0
19.0,24.0,89.04,6.16,0
11.5,44.0,90.16,6.19,0
22.666666666666664,35.0,115.12,6.79,1
33.83333333333333,3.0,117.02,6.84,0
45.0,46.0,96.78,6.33,0
2.5,89.0,69.79,5.61,0
62.5,35.0,95.05,6.31,0
46.875,7.0,130.2,7.14,0
31.25,2.0,109.05,6.64,0
15.625,1.0,100.34,6.44,0
0.0,4.0,96.68,6.36,0
13.0,3.875,99.85,6.43,0
6.5,3.75,80.6,5.93,0
0.0,3.625,65.09,5.48,0
3.0,3.5,58.78,5.29,0
0.0,31.0,73.07,5.74,0
28.0,22.0,77.72,5.85,0
23.333333333333332,13.0,67.81,5.57,0
18.666666666666664,11.8,75.33,5.79,0
14.0,10.6,66.64,5.53,0
9.333333333333332,9.4,49.54,4.98,0
4.666666666666664,8.2,44.25,4.8,0
0.0,7.0,54.68,5.17,0
9.0,5.0,59.55,5.31,0
6.75,3.0,79.19,5.85,0
4.5,1.0,46.15,4.87,0
0.0,1.0,44.32,4.8,0
0.9166666666666666,1.0,38.41,4.58,0
1.8333333333333333,1.0,37.69,4.55,0
2.75,1.0,43.71,4.78,0
3.6666666666666665,4.25,36.87,4.51,0
4.583333333333333,7.5,35.06,4.44,0
5.5,40.0,57.79,5.25,0
60.5,25.5,61.72,5.36,0
35.5,11.0,45.17,4.83,0
10.5,18.0,59.5,5.32,0
16.5,25.0,48.37,4.93,0
22.5,17.5,84.26,6.04,0
18.0,10.0,52.25,5.06,0
13.5,10.333333333333334,54.39,5.15,0
13.166666666666666,10.666666666666666,40.12,4.64,0
12.833333333333334,11.0,34.34,4.41,0
12.5,11.333333333333334,33.21,4.37,0
12.166666666666666,11.666666666666666,36.66,4.51,0
11.833333333333334,12.0,35.17,4.44,0
11.5,6.5,38.37,4.57,0
4.5,9.0,66.99,5.55,0
14.5,8.0,46.2,4.86,0
2.5,4.0,51.8,5.06,0
6.0,15.0,80.84,5.92,0
13.0,27.0,81.97,5.97,0
13.5,28.0,65.57,5.49,0
25.5,29.0,61.36,5.38,0
0.0,28.0,47.31,4.9,0
10.75,27.0,42.98,4.75,0
21.5,26.0,60.94,5.37,0
0.0,13.5,47.82,4.92,0
1.5,11.5,39.76,4.62,0
3.0,9.5,40.9,4.67,0
2.8333333333333335,7.5,32.34,4.33,0
2.6666666666666665,5.5,28.87,4.17,0
2.5,5.333333333333333,26.92,4.09,0
7.0,5.166666666666667,26.28,4.06,0
11.5,5.0,28.05,4.14,0
16.0,10.875,28.24,4.15,0
23.25,16.75,24.83,3.99,0
30.5,22.625,23.65,3.93,0
37.75,28.5,26.82,4.08,0
45.0,26.0,33.93,4.39,0
35.0,23.5,26.17,4.05,0
25.0,21.0,23.82,3.94,0
15.000000000000004,18.5,22.86,3.89,0
5.0,15.0,28.36,4.14,0
5.0,11.5,22.57,3.85,0
5.0,8.0,20.15,3.75,0
5.0,4.5,21.71,3.83,0
5.0,1.0,21.03,3.8,0
5.0,1.25,19.59,3.69,0
3.5,1.5,26.84,4.1,0
16.5,14.5,27.66,4.12,0
1.5,4.0,37.21,4.54,0
4.5,3.0,40.85,4.66,0
7.5,4.0,32.77,4.35,0
3.0,1.0,36.76,4.51,0
2.4,1.0666666666666667,32.59,4.34,0
1.8,1.1333333333333333,32.45,4.33,0
1.2,1.2,27.86,4.13,0
0.6000000000000001,1.2666666666666666,23.9,3.94,0
0.0,1.3333333333333333,21.49,3.81,0
0.0,1.4,21.68,3.83,0
0.0,1.4666666666666668,21.53,3.82,0
0.0,1.5333333333333332,20.24,3.75,0
0.0,1.6,19.62,3.72,0
0.0,1.6666666666666665,20.83,3.79,0
0.0,1.7333333333333334,21.77,3.83,0
0.0,1.7999999999999998,20.74,3.78,0
0.0,1.8666666666666667,20.23,3.76,0
0.0,1.9333333333333333,19.54,3.71,0
0.0,2.0,19.6,3.72,0
0.0,1.875,18.67,3.67,0
0.0,1.75,17.98,3.63,0
0.0,1.625,17.87,3.62,0
0.0,1.5,17.58,3.6,0
0.0,1.375,17.28,3.59,0
0.0,1.25,16.5,3.54,0
0.0,1.125,18.06,3.63,0
0.0,1.0,21.33,3.81,0
0.0,1.5,19.09,3.69,0
0.0,2.0,19.38,3.71,0
0.0,2.5,17.32,3.58,0
0.0,3.0,16.33,3.53,0
0.0,3.5,16.13,3.52,0
0.0,4.0,16.57,3.55,0
0.0,4.5,16.92,3.57,0
0.0,5.0,16.95,3.57,0
0.0,5.5,18.28,3.65,0
0.0,6.0,25.13,4.0,0
22.0,16.0,34.84,4.43,0
20.272727272727273,12.375,23.17,3.9,0
18.545454545454547,8.75,19.94,3.73,0
16.81818181818182,5.125,17.83,3.62,0
15.09090909090909,1.5,17.36,3.59,0
13.363636363636363,1.2857142857142858,16.78,3.56,0
11.636363636363637,1.0714285714285714,17.24,3.59,0
9.909090909090908,0.8571428571428571,15.73,3.49,0
8.181818181818182,0.6428571428571429,15.75,3.49,0
6.454545454545453,0.4285714285714286,14.87,3.44,0
4.727272727272727,0.2142857142857142,14.43,3.41,0
3.0,0.0,14.62,3.43,0
2.9642857142857144,0.0,15.46,3.48,0
2.9285714285714284,0.0,15.02,3.45,0
2.892857142857143,0.0,14.98,3.45,0
2.857142857142857,0.0,14.3,3.4,0
2.8214285714285716,0.0,13.53,3.36,0
2.7857142857142856,0.0,13.81,3.37,0
2.75,0.0,13.98,3.38,0
2.7142857142857144,0.0,14.17,3.39,0
2.678571428571429,0.0,14.39,3.41,0
2.642857142857143,0.0,14.0,3.38,0
2.607142857142857,0.0,13.71,3.37,0
2.5714285714285716,0.0,14.37,3.41,0
2.5357142857142856,0.0,13.28,3.34,0
2.5,26.0,14.73,3.43,0
37.0,25.0,15.14,3.45,0
36.75,24.0,14.55,3.42,0
36.5,23.0,14.52,3.42,0
36.25,22.0,13.26,3.33,0
36.0,21.0,12.96,3.32,0
35.75,20.0,12.48,3.28,0
35.5,19.0,12.53,3.29,0
35.25,18.0,12.5,3.28,0
35.0,17.0,12.7,3.3,0
34.75,16.0,13.84,3.37,0
34.5,15.0,15.13,3.45,0
32.041666666666664,14.0,13.44,3.35,0
29.583333333333332,13.0,12.9,3.31,0
27.125,12.0,12.82,3.31,0
24.666666666666664,11.0,12.92,3.31,0
22.208333333333332,10.0,11.93,3.25,0
19.75,9.0,12.46,3.28,0
17.291666666666668,8.0,13.01,3.32,0
14.833333333333332,7.0,13.86,3.37,0
12.375,6.0,13.47,3.35,0
9.916666666666664,5.0,13.13,3.33,0
7.458333333333332,4.0,13.34,3.34,0
5.0,3.0,12.97,3.32,0
5.142857142857143,2.0,12.18,3.26,0
5.285714285714286,1.0,11.79,3.24,0
5.428571428571429,0.0,11.58,3.22,0
5.571428571428571,0.16666666666666666,12.61,3.3,0
5.714285714285714,0.3333333333333333,13.37,3.34,0
5.857142857142857,0.49999999999999994,12.79,3.3,0
6.0,0.6666666666666666,12.01,3.25,0
6.142857142857142,0.8333333333333333,12.21,3.27,0
6.285714285714286,1.0,12.32,3.27,0
6.428571428571429,1.3666666666666667,12.36,3.27,0
6.571428571428571,1.7333333333333334,12.29,3.27,0
6.714285714285714,2.0999999999999996,11.75,3.23,0
6.857142857142857,2.466666666666667,12.16,3.27,0
7.0,2.833333333333333,13.93,3.38,0
7.411764705882353,3.1999999999999997,14.29,3.4,0
7.823529411764706,3.5666666666666664,14.59,3.42,0
8.235294117647058,3.933333333333333,15.2,3.46,0
8.647058823529411,4.3,16.53,3.54,0
9.058823529411764,4.666666666666666,14.84,3.43,0
9.470588235294118,5.033333333333333,17.67,3.61,0
9.882352941176471,5.3999999999999995,15.19,3.46,0
10.294117647058824,5.766666666666667,13.91,3.38,0
10.705882352941178,6.133333333333333,13.47,3.35,0
11.117647058823529,6.5,13.33,3.34,0
11.529411764705882,6.866666666666666,12.82,3.3,0
11.941176470588236,7.2333333333333325,12.72,3.3,0
12.352941176470589,7.6,12.25,3.27,0
12.764705882352942,7.966666666666666,12.04,3.25,0
13.176470588235293,8.333333333333332,11.86,3.24,0
13.588235294117649,8.7,11.3,3.2,0
14.0,9.066666666666666,10.76,3.16,0
14.411764705882353,9.433333333333332,10.75,3.16,0
14.823529411764707,9.799999999999999,10.74,3.16,0
